03229244-n	n	"kabila"@eu
14539029-n	n	"menderaezintasun"@eu
07799579-n	n	"kabiar"@eu
03480719-n	n	"kabestru"@eu
03641706-n	n	"gainezartze"@eu
02931417-n	n	"kabaret"@eu
00520672-n	n	"kabaret"@eu
10171567-n	n	"kabalzain"@eu
08378819-n	n	"gizarte-egitura"@eu
14651708-n	n	"protoaktinio"@eu
00045646-n	n	"indarberritze"@eu
13412877-n	n	"lansari"@eu
14925645-n	n	"jute"@eu
09703181-n	n	"jute"@eu
03120778-n	n	"justiziako sala"@eu
00694681-n	n	"justizia"@eu
06740183-n	n	"justifikazio"@eu
05823054-n	n	"justifikazio"@eu
01241767-n	n	"justifikazio"@eu
01051801-n	n	"justaposizio"@eu
07472460-n	n	"justa"@eu
04021028-n	n	"trikota"@eu
10227985-n	n	"jurista"@eu
08441203-n	n	"jurisprudentzia"@eu
06161718-n	n	"jurisprudentzia"@eu
07018604-n	n	"auto"@eu
08590369-n	n	"jurisdikzio"@eu
05198427-n	n	"jurisdikzio"@eu
15126595-n	n	"jurasiko"@eu
04281998-n	n	"juntura"@eu
03600977-n	n	"juntura"@eu
03423719-n	n	"juntura"@eu
06325826-n	n	"juntagailu"@eu
09617867-n	n	"ikasi"@eu
13800539-n	n	"juntadura"@eu
08251877-n	n	"fakzio"@eu
10035952-n	n	"junkie"@eu
06207199-n	n	"omen"@eu
10227490-n	n	"junior"@eu
10227393-n	n	"junior"@eu
08509111-n	n	"jungla"@eu
14761578-n	n	"juka"@eu
12482031-n	n	"juka"@eu
05370918-n	n	"jugular"@eu
05635970-n	n	"juglaretza"@eu
10099093-n	n	"juglare"@eu
05650329-n	n	"adimen-gaitasun"@eu
09681351-n	n	"judu"@eu
00825773-n	n	"judo"@eu
05983654-n	n	"gogo"@eu
08094013-n	n	"judaismo"@eu
06232880-n	n	"judaismo"@eu
13954118-n	n	"jubilazio"@eu
00212205-n	n	"jubilazio"@eu
10525617-n	n	"jubilatu"@eu
10414612-n	n	"jubilatu"@eu
14316352-n	n	"juanikote"@eu
13726074-n	n	"joule"@eu
05154676-n	n	"bitarteko"@eu
00545059-n	n	"danborrada"@eu
11085924-n	n	"San Joan"@eu
02948719-n	n	"muki"@eu
00716055-n	n	"jostura"@eu
10689564-n	n	"jostun"@eu
10584318-n	n	"jostun"@eu
10093908-n	n	"jostun"@eu
10033412-n	n	"jostun"@eu
09972157-n	n	"jostun"@eu
04179712-n	n	"jostotzara"@eu
04180063-n	n	"jostorratz"@eu
04179913-n	n	"josteko makina"@eu
04543158-n	n	"erremolke"@eu
00584367-n	n	"lan"@eu
00715674-n	n	"joste"@eu
02620587-v	v	"osatu"@eu
08541841-n	n	"alderdi"@eu
02620587-v	v	"egin"@eu
03964744-n	n	"jostailu"@eu
02620587-v	v	"eratu"@eu
10689564-n	n	"josle"@eu
10033412-n	n	"josle"@eu
09972157-n	n	"josle"@eu
03898500-n	n	"joskintza"@eu
11453420-n	n	"lan"@eu
03816849-n	n	"joskintza"@eu
00618436-n	n	"joskintza"@eu
00608162-n	n	"joskintza"@eu
10033412-n	n	"joskin"@eu
09972157-n	n	"joskin"@eu
02268443-n	n	"burruntzi"@eu
00715674-n	n	"josketa"@eu
06313651-n	n	"joskera"@eu
09986532-n	n	"jorratzaile"@eu
09979072-n	n	"jorratzaile"@eu
01784675-n	n	"ehunzango"@eu
09994400-n	n	"jornalari"@eu
14489699-n	n	"joritasun"@eu
14474052-n	n	"joritasun"@eu
07555647-n	n	"joritasun"@eu
09718811-n	n	"jordaniar"@eu
14561618-n	n	"ahultasun"@eu
00942234-n	n	"zizelaketa"@eu
00623545-n	n	"joputasun"@eu
14561618-n	n	"ahulezia"@eu
10746581-n	n	"jopu"@eu
09864968-n	n	"mirabe"@eu
10609325-n	n	"jopu"@eu
06977610-n	n	"joniera"@eu
05981230-n	n	"jomuga"@eu
04836491-n	n	"jomuga"@eu
09871952-n	n	"haur prodijio"@eu
02942699-n	n	"kamera"@eu
03963645-n	n	"jolastoki"@eu
02620587-v	v	"izan"@eu
00041188-n	n	"jolaste"@eu
00081395-n	n	"sustapen"@eu
07309781-n	n	"higidura"@eu
03963645-n	n	"jolasleku"@eu
10441037-n	n	"jolaskide"@eu
02287618-v	v	"galdu"@eu
01104324-n	n	"sukaldaritza"@eu
02242464-v	v	"saldu"@eu
02210119-v	v	"jaso"@eu
00429949-n	n	"jolasaldi"@eu
00041468-n	n	"jolasaldi"@eu
08614632-n	n	"jolas-parke"@eu
08494231-n	n	"jolas-parke"@eu
02210119-v	v	"hartu"@eu
06200178-n	n	"aurretiko joera"@eu
13654093-n	n	"zehe"@eu
00430606-n	n	"jolas"@eu
01104324-n	n	"ostalaritza"@eu
00431893-n	n	"jolas"@eu
10721124-n	n	"tradiziozale"@eu
03982430-n	n	"bilarreko mahai"@eu
03413428-n	n	"joko-etxe"@eu
03024233-n	n	"koru-galeria"@eu
00847478-v	v	"ospea kendu"@eu
13164583-n	n	"altsuma"@eu
00430140-n	n	"joko"@eu
00455599-n	n	"joko"@eu
06722453-n	n	"jakinarazpen"@eu
00041188-n	n	"jokatze"@eu
14698000-n	n	"arroka sedimentario"@eu
07479926-n	n	"afektu"@eu
01931768-v	v	"maniobra egin"@eu
05983654-n	n	"nahi"@eu
00557588-n	n	"jokaldi"@eu
00458286-n	n	"jokaldi"@eu
10439851-n	n	"jokalari"@eu
10118844-n	n	"jokalari"@eu
14008342-n	n	"jokaera"@eu
01931768-v	v	"-rantz nabigatu"@eu
14008342-n	n	"jokabide"@eu
13804085-n	n	"jokabide"@eu
04676540-n	n	"fase"@eu
04897762-n	n	"jokabide"@eu
15144371-n	n	"sasoi"@eu
01220984-n	n	"jokabide"@eu
00625699-n	n	"serie"@eu
07849336-n	n	"jogurt"@eu
10803978-n	n	"jogi"@eu
00626188-n	n	"pisu-altxaketa"@eu
05955186-n	n	"joera nagusi"@eu
12110778-n	n	"albitz-belar"@eu
07499113-n	n	"joera"@eu
07499113-n	n	"jaidura"@eu
06196584-n	n	"joera"@eu
05750163-n	n	"joera"@eu
04942869-n	n	"jaidura"@eu
05686086-n	n	"zalantza"@eu
10223177-n	n	"jockey"@eu
05228374-n	n	"jobalta"@eu
02953056-n	n	"habe hegalkin"@eu
07994331-n	n	"sail"@eu
00311809-n	n	"irtenaldi"@eu
00302861-n	n	"aireko akrobazia"@eu
06519846-n	n	"autobus-txartel"@eu
09945745-n	n	"joan-etorriko bidaiari"@eu
00327824-n	n	"zabu"@eu
00308779-n	n	"joan-etorri"@eu
00249501-n	n	"pauso"@eu
03901548-n	n	"matraka"@eu
01160729-n	n	"joaldi"@eu
00125629-n	n	"joaldi"@eu
00825951-n	n	"jiu-jitsu"@eu
00902376-n	n	"positroi-eskanerra"@eu
02439033-n	n	"jirafa"@eu
00342755-n	n	"jirabira"@eu
00340989-n	n	"jirabira"@eu
01149470-v	v	"bota"@eu
00346532-n	n	"jira"@eu
01176115-n	n	"jipoialdi"@eu
06810691-n	n	"sistema hamartar"@eu
03228254-n	n	"jipoi"@eu
07465159-n	n	"open"@eu
01176219-n	n	"jipoi"@eu
01176115-n	n	"jipoi"@eu
01160729-n	n	"jipoi"@eu
10128909-n	n	"jigante"@eu
09488711-n	n	"jigante"@eu
01323781-n	n	"jigante"@eu
06951067-n	n	"jidish"@eu
03764995-n	n	"jezteko makina"@eu
03595860-n	n	"jet"@eu
10221520-n	n	"jesulagun"@eu
04161358-n	n	"jesarleku"@eu
00091013-n	n	"baztertze"@eu
04370048-n	n	"jertse"@eu
04021028-n	n	"jertse"@eu
03604536-n	n	"jertse"@eu
03595523-n	n	"jertse"@eu
07900958-n	n	"jerez"@eu
02351870-n	n	"jerbo"@eu
02343772-n	n	"jerbo"@eu
03220237-n	n	"mairu-baratze"@eu
09679170-n	n	"jentil"@eu
09679028-n	n	"jentil"@eu
08877208-n	n	"Hull"@eu
10689878-n	n	"jenio"@eu
10126926-n	n	"jenio"@eu
09762509-n	n	"jenio"@eu
09544433-n	n	"jenio"@eu
05619743-n	n	"jenio"@eu
07633146-n	n	"jengibre-ogi"@eu
12355760-n	n	"jengibre"@eu
07815163-n	n	"jengibre"@eu
07814925-n	n	"jengibre"@eu
07191696-n	n	"ultimatum"@eu
05845013-n	n	"genero"@eu
06328643-n	n	"genero gramatikal"@eu
05006285-n	n	"bizigabeko"@eu
10123844-n	n	"jeneral"@eu
08402147-n	n	"jendilaje"@eu
08401819-n	n	"jendilaje"@eu
14692026-n	n	"propergol"@eu
08184217-n	n	"jendetza"@eu
08184600-n	n	"jendetza"@eu
08182962-n	n	"jendetza"@eu
08183398-n	n	"jendetza"@eu
08184335-n	n	"talde"@eu
08182716-n	n	"jendetza"@eu
09225146-n	n	"ur-multzo"@eu
01231819-n	n	"topaketa"@eu
08171094-n	n	"bloke"@eu
04913738-n	n	"jendetasun"@eu
04842232-n	n	"jendetasun"@eu
04652930-n	n	"jendetasun"@eu
00325502-n	n	"igoaldi neketsu"@eu
14330046-n	n	"pleurodinia"@eu
08184600-n	n	"jende pila"@eu
08184217-n	n	"jende multzo"@eu
10748620-n	n	"jende goren"@eu
11545714-n	n	"ira"@eu
08182962-n	n	"jende-multzo"@eu
08180190-n	n	"jende"@eu
08101937-n	n	"enda"@eu
07942152-n	n	"jende"@eu
07019172-n	n	"komedia musikal"@eu
14437386-n	n	"omen"@eu
07174260-n	n	"jendarteratze"@eu
10564400-n	n	"gidoigile"@eu
13854488-n	n	"estandar"@eu
08210254-n	n	"jendarmeria"@eu
10123122-n	n	"jendarme"@eu
08401819-n	n	"jendaila"@eu
08244062-n	n	"jendaila"@eu
07127006-n	n	"algara"@eu
07550079-n	n	"jeloskortasun"@eu
07550079-n	n	"jelosia"@eu
14730553-n	n	"jelatina"@eu
07643981-n	n	"jelatina"@eu
03432668-n	n	"jelatina"@eu
00839597-n	n	"haize"@eu
10588357-n	n	"jeke"@eu
10689878-n	n	"jeinu"@eu
10174330-n	n	"intelektual"@eu
03594945-n	n	"jeep"@eu
09746101-n	n	"Virginiako"@eu
00518039-n	n	"jazzaldi"@eu
07062697-n	n	"jazz"@eu
07060976-n	n	"jazz"@eu
00140652-n	n	"ukitu"@eu
00772813-n	n	"jazartze"@eu
07339329-n	n	"ukitu"@eu
00420477-n	n	"jazarpen"@eu
09821253-n	n	"jazarle"@eu
13746785-n	n	"dozena"@eu
06372095-n	n	"alegia"@eu
06939431-n	n	"javera"@eu
10555825-n	n	"txolin"@eu
04050066-n	n	"are"@eu
04469514-n	n	"jauzi-ohol elastiko"@eu
07553016-n	n	"sentikortasun"@eu
04662730-n	n	"jauzkortasun"@eu
10555825-n	n	"zentzugabe"@eu
10399019-n	n	"paraxutista"@eu
10641413-n	n	"esprintari"@eu
10555825-n	n	"burugabe"@eu
10226803-n	n	"jauzilari"@eu
00111503-n	n	"jauzilari"@eu
13737700-n	n	"hiru-laurden"@eu
07033007-n	n	"erlijiozko musika"@eu
02777292-n	n	"oreka-barra"@eu
04288673-n	n	"jauzi-ohol"@eu
03216080-n	n	"jauzi-ohol"@eu
07758582-n	n	"ozpinetako pepino"@eu
06618427-n	n	"jauzi"@eu
05086740-n	n	"jauzi"@eu
06770275-n	n	"kontzertu"@eu
00867357-n	n	"jauzi"@eu
00119568-n	n	"jauzi"@eu
07903962-n	n	"grappa"@eu
00327510-n	n	"jauspen"@eu
00327366-n	n	"jauspen"@eu
04931837-n	n	"jauskera"@eu
10608188-n	n	"jauskari"@eu
10399019-n	n	"jauskari"@eu
10397482-n	n	"jauskari"@eu
03888257-n	n	"jausgailu"@eu
10709529-n	n	"jaurtitzaile"@eu
10435988-n	n	"jaurtitzaile"@eu
09870096-n	n	"jaurtitzaile"@eu
03950228-n	n	"pegar"@eu
07960769-n	n	"mataza"@eu
07351195-n	n	"jaurtikitze"@eu
11418138-n	n	"zorte"@eu
03892891-n	n	"puska"@eu
04127904-n	n	"haize-oihal"@eu
01245618-n	n	"jaurtiketa"@eu
00781912-n	n	"lapurreta armatu"@eu
00788632-n	n	"jaurtiketa"@eu
00104539-n	n	"jaurtiketa"@eu
00103140-n	n	"jaurtiketa"@eu
02982232-n	n	"jaurtigailu"@eu
04008634-n	n	"jaurtigai"@eu
07329363-n	n	"estreinaldi"@eu
02786198-n	n	"lepo-zapi"@eu
10318607-n	n	"miloi askoko"@eu
13252168-n	n	"jauretxe"@eu
03478756-n	n	"jauretxe"@eu
10792335-n	n	"jauresle"@eu
13252293-n	n	"jaurerri"@eu
13252168-n	n	"jaurerri"@eu
08329453-n	n	"auzitegi"@eu
03878066-n	n	"jauregi"@eu
03877845-n	n	"jauregi"@eu
10388440-n	n	"jauntxo"@eu
10271677-n	n	"jauntxo"@eu
00828862-n	n	"larrutze"@eu
10271677-n	n	"jaun"@eu
00771490-v	v	"jakinarazi"@eu
03716327-n	n	"fitxa"@eu
01036333-n	n	"jaunartze"@eu
09945223-n	n	"jaunartzaile"@eu
09945223-n	n	"jauna-emaile"@eu
06341773-n	n	"agurgarri"@eu
10748620-n	n	"jaun-andre goren"@eu
14410089-n	n	"tentsio"@eu
10389398-n	n	"nagusi"@eu
10388440-n	n	"jaun"@eu
06341340-n	n	"jaun"@eu
09536058-n	n	"Jaun"@eu
10127273-n	n	"jaun"@eu
09902256-n	n	"gizon jator"@eu
06342781-n	n	"jaun"@eu
00595684-n	n	"jauntxo"@eu
01253060-n	n	"jaulkipen"@eu
14040071-n	n	"jatuntasun"@eu
04886402-n	n	"jatuntasun"@eu
10561613-n	n	"jatun"@eu
10132988-n	n	"jatun"@eu
02449350-n	n	"jatun"@eu
07363346-n	n	"jatsiera"@eu
12142874-n	n	"gari"@eu
08166318-n	n	"justizia"@eu
03727274-n	n	"jatorrizko"@eu
00068755-n	n	"desilusio"@eu
07323922-n	n	"jatorri"@eu
10144338-n	n	"senar ohi"@eu
09902256-n	n	"gizon leial"@eu
04081281-n	n	"jatetxe"@eu
01914961-n	n	"itsas-lore"@eu
02156140-n	n	"ungis"@eu
03961070-n	n	"beira-plaka"@eu
03960374-n	n	"atabaka"@eu
13730584-n	n	"zenbaki irrazional"@eu
03461119-n	n	"jateko"@eu
02487217-n	n	"makako"@eu
00838367-n	n	"jate"@eu
14925033-n	n	"jaspe"@eu
03255030-n	n	"jasotzeko pisu"@eu
07375781-n	n	"jasotze"@eu
02132224-a	a	"berde"@eu
00090253-n	n	"jasotze"@eu
10773394-n	n	"jasotzaile"@eu
09958447-n	n	"jasotzaile"@eu
09901143-n	n	"jasotzaile"@eu
09769345-n	n	"jasotzaile"@eu
09627906-n	n	"jasotzaile"@eu
02853745-n	n	"jasogailu"@eu
